id,airline_id,source_id,destination_id,codeshare,stops,iata
305,,62,6727,f,0,73M DH8
306,,62,146,f,0,73M DH8
307,,5496,62,f,0,DHT
308,,5496,5529,f,0,DH8
309,,5496,5515,f,0,DH8
310,,5496,146,f,0,DH8
311,,5496,149,f,0,DH8
312,,5504,5506,f,0,DH8
313,,5504,5535,f,0,DH8
314,,5481,5508,f,0,DHT DH8
315,,5481,5499,f,0,DH8
316,,5481,154,f,0,DH8 DHT
317,,80,111,f,0,DH8
318,,80,154,f,0,DH8 BET
319,,80,161,f,0,BET
320,,80,202,f,0,BET DH8
321,,5520,6727,f,0,DH8 BET
322,,5520,5515,f,0,DH8
323,,5520,154,f,0,BET
324,,5508,5481,f,0,DHT DH8
325,,5508,6728,f,0,DHT DH8
326,,5508,154,f,0,DHT
327,,6727,5506,f,0,DH8
328,,6727,62,f,0,73M DH8
329,,6727,5520,f,0,DH8
330,,6727,154,f,0,BET
331,,6727,5535,f,0,DH8
332,,111,80,f,0,DH8
333,,111,146,f,0,DH8
334,,5499,5481,f,0,DH8
335,,5499,7253,f,0,DH8
336,,5529,5496,f,0,DH8
337,,5529,5515,f,0,DH8
338,,6728,5508,f,0,DHT DH8
339,,6728,154,f,0,DHT DH8
340,,5515,5496,f,0,DH8
341,,5515,5520,f,0,DH8
342,,5515,5529,f,0,DH8
343,,146,62,f,0,73M DH8
344,,146,5496,f,0,DH8
345,,146,111,f,0,DH8
346,,146,149,f,0,DH8
347,,149,5496,f,0,DH8
348,,149,146,f,0,DH8
349,,154,5512,f,0,DHT BET
350,,154,5481,f,0,DH8
351,,154,80,f,0,DH8 BET
352,,154,5520,f,0,BET
353,,154,6727,f,0,BET
354,,154,6728,f,0,DHT DH8
355,,7253,5499,f,0,DH8
356,,7253,5535,f,0,DH8
357,,161,80,f,0,BET
358,,161,202,f,0,BET
359,,5535,5504,f,0,DH8
360,,5535,6727,f,0,DH8
361,,5535,7253,f,0,DH8
362,,202,80,f,0,BET DH8
363,,202,161,f,0,BET
364,5521,1187,4059,f,0,737
365,5521,4119,5687,f,0,737
366,5521,5687,4119,f,0,737
367,5521,5687,4059,f,0,737
368,5521,4059,1187,f,0,737
369,5521,4059,5687,f,0,737
370,3021,3885,3316,f,0,320
371,3021,3370,3316,f,0,320
372,3021,4120,3316,f,0,320
373,3021,3199,3316,f,0,320
374,3021,3386,3316,f,0,320
375,3021,3077,3316,f,0,320
376,3021,3179,3316,f,0,320
377,3021,3992,2397,f,0,320
378,3021,3992,2276,f,0,320
379,3021,3304,3316,f,0,320
380,3021,2397,3992,f,0,320
381,3021,2397,3316,f,0,320
382,3021,3387,3316,f,0,320
383,3021,3373,3316,f,0,320
384,3021,3308,3316,f,0,320
385,3021,3351,3316,f,0,320
386,3021,3034,3316,f,0,320
387,3021,3035,3034,f,0,320
388,3021,3239,3316,f,0,320
389,3021,3205,3316,f,0,320
390,3021,3316,3885,f,0,320
391,3021,3316,3370,f,0,320
392,3021,3316,4120,f,0,320
393,3021,3316,3199,f,0,320
394,3021,3316,3386,f,0,320
395,3021,3316,3077,f,0,320
396,3021,3316,3179,f,0,320
397,3021,3316,3304,f,0,320
398,3021,3316,2397,f,0,320
399,3021,3316,3387,f,0,320
400,3021,3316,3373,f,0,320
401,3021,3316,3308,f,0,320
402,3021,3316,3351,f,0,320
403,3021,3316,3034,f,0,320
404,3021,3316,3035,f,0,320
405,3021,3316,3239,f,0,320
406,3021,3316,3205,f,0,320
407,3021,3316,4302,f,0,320
408,3021,3316,2276,f,0,320
409,3021,4302,3316,f,0,320
410,3021,2276,3992,f,0,320
411,3021,2276,3316,f,0,320
412,2916,345,382,f,0,DH3
413,2916,1558,382,f,0,DH3
414,2916,1558,346,f,0,DH3
415,2916,1558,1678,f,0,DH3
416,2916,382,345,f,0,DH3
417,2916,382,1558,f,0,DH3
418,2916,382,1609,f,0,DH3
419,2916,382,342,f,0,DH3
420,2916,382,351,f,0,DH3
421,2916,382,1613,f,0,DH3
422,2916,1609,382,f,0,DH3
423,2916,342,382,f,0,DH3
424,2916,346,1558,f,0,DH3
425,2916,351,382,f,0,DH3
426,2916,1613,382,f,0,DH3
427,2916,1678,1558,f,0,DH3
428,,5734,4058,f,0,BE1
429,9818,580,5673,f,0,320
430,9818,580,1080,f,0,320
431,9818,1218,1074,f,0,320
432,9818,1218,5673,f,0,320
433,9818,1218,1080,f,0,320
434,9818,1525,1074,f,0,320
435,9818,1538,1074,f,0,320
436,9818,302,1074,f,0,320
437,9818,302,5673,f,0,320
438,9818,302,1080,f,0,320
439,9818,344,5673,f,0,320
440,9818,1074,1218,f,0,320
441,9818,1074,1525,f,0,320
442,9818,1074,1538,f,0,320
443,9818,1074,302,f,0,320
444,9818,1074,1534,f,0,320
445,9818,1074,1335,f,0,320
446,9818,1074,1359,f,0,320
447,9818,1074,4317,f,0,320
448,9818,1074,1539,f,0,320
449,9818,1534,1074,f,0,320
450,9818,1066,1359,f,0,320
451,9818,1335,1074,f,0,320
452,9818,1359,1074,f,0,320
453,9818,1359,1066,f,0,320
454,9818,1359,5673,f,0,320
455,9818,5673,580,f,0,320
456,9818,5673,1218,f,0,320
457,9818,5673,302,f,0,320
458,9818,5673,344,f,0,320
459,9818,5673,1359,f,0,320
460,9818,5673,3998,f,0,320
461,9818,4317,1074,f,0,320
462,9818,1080,580,f,0,320
463,9818,1080,1218,f,0,320
464,9818,1080,302,f,0,320
465,9818,1539,1074,f,0,320
466,5002,2895,2896,f,0,SH6
467,5002,2895,2897,f,0,SH6
468,5002,2895,2844,f,0,SH6
469,5002,2895,2848,f,0,SH6
470,5002,2895,2746,f,0,SH6
471,5002,2896,2895,f,0,SH6
472,5002,2896,2897,f,0,SH6
473,5002,2897,2895,f,0,SH6
474,5002,2897,2896,f,0,SH6
475,5002,2844,2895,f,0,SH6
476,5002,2848,2895,f,0,SH6
477,5002,2746,2895,f,0,SH6
478,11741,2875,2881,f,0,AT5
479,11741,2878,2881,f,0,AT5
480,11741,2878,2893,f,0,AT5
481,11741,2881,2878,f,0,AT5
482,11741,2881,6460,f,0,DHT
483,11741,2881,1762,f,0,AT5
484,11741,2881,2879,f,0,AT5
485,11741,6460,2881,f,0,DHT
486,11741,6460,2879,f,0,DHT
487,11741,1762,2881,f,0,AT5
488,11741,2879,2881,f,0,AT5
489,11741,2879,6460,f,0,DHT
490,11741,2893,2878,f,0,AT5
491,4608,3370,3393,f,0,321 320
492,4608,3370,3395,f,0,321 320 330
493,4608,3370,2244,f,0,330
494,4608,3275,3373,f,0,320
495,4608,3375,4380,f,0,319
496,4608,3375,3393,f,0,320 321
497,4608,3375,3395,f,0,319
498,4608,3375,6345,f,0,320
499,4608,3375,3386,f,0,320
500,4608,3375,3400,f,0,320
501,4608,3375,3382,f,0,320
502,4608,3375,3399,f,0,320
503,4608,4380,3375,f,0,319
504,4608,4380,4108,f,0,320
505,4608,4380,3368,f,0,320 321
506,4608,6342,6345,f,0,319
507,4608,3393,3370,f,0,321 320
508,4608,3393,3375,f,0,320 321
509,4608,3393,3371,f,0,319
510,4608,3393,4109,f,0,320
511,4608,3393,3404,f,0,320
512,4608,3393,3386,f,0,320
513,4608,3393,3179,f,0,320
514,4608,3393,4085,f,0,321
515,4608,3393,4301,f,0,319
516,4608,3393,,f,0,319
517,4608,3393,3384,f,0,319
518,4608,3393,3382,f,0,320
519,4608,3393,3372,f,0,321
520,4608,3393,4033,f,0,319
521,4608,3393,4097,f,0,319
522,4608,3393,3387,f,0,320
523,4608,3393,3388,f,0,320 319
524,4608,3393,3364,f,0,320 319
525,4608,3393,3406,f,0,321 319
526,4608,3393,6347,f,0,320
527,4608,3393,4030,f,0,320
528,4608,3393,3374,f,0,321
529,4608,3393,4108,f,0,320 319
530,4608,3393,2275,f,0,320
531,4608,3393,3368,f,0,320
532,4608,3393,3369,f,0,320
533,4608,3393,3399,f,0,320
534,4608,3393,6392,f,0,319
535,4608,3393,3376,f,0,320
536,4608,3393,6390,f,0,320
537,4608,3393,3379,f,0,320
538,4608,3393,6366,f,0,320
539,4608,3393,6361,f,0,320
540,4608,3371,3393,f,0,319
541,4608,3371,3395,f,0,319
542,4608,3371,3385,f,0,319
543,4608,3371,3383,f,0,319
544,4608,3395,3370,f,0,321 320 330
545,4608,3395,3375,f,0,319
546,4608,3395,3371,f,0,319
547,4608,3395,6434,f,0,320
548,4608,3395,4120,f,0,321 320
549,4608,3395,6345,f,0,319
550,4608,3395,3389,f,0,321
551,4608,3395,3386,f,0,320
552,4608,3395,3077,f,0,321
553,4608,3395,3179,f,0,321
554,4608,3395,3930,f,0,321
555,4608,3395,4085,f,0,320
556,4608,3395,6380,f,0,319
557,4608,3395,4055,f,0,319
558,4608,3395,6381,f,0,319
559,4608,3395,4301,f,0,319
560,4608,3395,3384,f,0,321
561,4608,3395,3382,f,0,320
562,4608,3395,6379,f,0,320 319
563,4608,3395,3394,f,0,319
564,4608,3395,3372,f,0,320
565,4608,3395,6431,f,0,319
566,4608,3395,4033,f,0,319
567,4608,3395,6376,f,0,319
568,4608,3395,4097,f,0,319
569,4608,3395,3156,f,0,330
570,4608,3395,3388,f,0,320 321
571,4608,3395,3373,f,0,320 321
572,4608,3395,3364,f,0,330 320 319 321
573,4608,3395,3406,f,0,321 330
574,4608,3395,2268,f,0,321
575,4608,3395,4144,f,0,330
576,4608,3395,6347,f,0,321
577,4608,3395,4030,f,0,320
578,4608,3395,3374,f,0,321 320
579,4608,3395,3390,f,0,321
580,4608,3395,4108,f,0,321
581,4608,3395,2275,f,0,321
582,4608,3395,3368,f,0,321
583,4608,3395,3369,f,0,320
584,4608,3395,3399,f,0,319 320
585,4608,3395,6392,f,0,321 319
586,4608,3395,3376,f,0,319
587,4608,3395,6390,f,0,320
588,4608,3395,3396,f,0,320
589,4608,3395,3379,f,0,320 319
590,4608,3395,3383,f,0,320
591,4608,3395,6366,f,0,320
592,4608,3395,4149,f,0,319
593,4608,3395,6361,f,0,320 319
594,4608,4109,3393,f,0,320
595,4608,4109,3400,f,0,319
596,4608,4109,3383,f,0,319
597,4608,4109,6355,f,0,320
598,4608,3404,3393,f,0,320
599,4608,3404,3386,f,0,320
600,4608,3404,3400,f,0,320
601,4608,3404,4108,f,0,321
602,4608,3404,4149,f,0,319
603,4608,6434,3395,f,0,320
604,4608,6434,4144,f,0,320
605,4608,6353,3388,f,0,319
606,4608,3385,3371,f,0,319
607,4608,3385,3384,f,0,319
608,4608,4120,3395,f,0,321 320
609,4608,4120,3387,f,0,321
610,4608,6345,3375,f,0,320
611,4608,6345,6342,f,0,319
612,4608,6345,3395,f,0,319
613,4608,3389,3395,f,0,321
614,4608,3386,3375,f,0,320
615,4608,3386,3393,f,0,320
616,4608,3386,3395,f,0,320
617,4608,3386,3404,f,0,320
618,4608,3077,3395,f,0,321
619,4608,3077,4033,f,0,319
620,4608,3077,6361,f,0,320
621,4608,3179,3393,f,0,320
622,4608,3179,3395,f,0,321
623,4608,3366,3400,f,0,321
624,4608,3400,3375,f,0,320
625,4608,3400,4109,f,0,319
626,4608,3400,3404,f,0,320
627,4608,3400,3366,f,0,321
628,4608,3400,3387,f,0,321
629,4608,3400,3388,f,0,320 321
630,4608,3400,6347,f,0,319
631,4608,3400,4108,f,0,321
632,4608,3400,3369,f,0,321
633,4608,3400,6392,f,0,320
634,4608,3400,3376,f,0,321
635,4608,3400,4149,f,0,320 319
636,4608,3930,3395,f,0,321
637,4608,4085,3393,f,0,321
638,4608,4085,3395,f,0,320
639,4608,4085,3372,f,0,320
640,4608,6380,3395,f,0,319
641,4608,6380,3383,f,0,319
642,4608,6432,6431,f,0,319
643,4608,4055,3395,f,0,319
644,4608,6381,3395,f,0,319
645,4608,6381,3406,f,0,319
646,4608,6386,3394,f,0,319
647,4608,6386,3376,f,0,320
648,4608,4301,3393,f,0,319
649,4608,4301,3395,f,0,319
650,4608,4301,3379,f,0,319
651,4608,,3393,f,0,319
652,4608,3397,3399,f,0,319
653,4608,3384,3393,f,0,319
654,4608,3384,3395,f,0,321
655,4608,3384,3385,f,0,319
656,4608,3384,3387,f,0,321
657,4608,3382,3375,f,0,320
658,4608,3382,3393,f,0,320
659,4608,3382,3395,f,0,320
660,4608,3382,3394,f,0,320
661,4608,3382,3387,f,0,320
662,4608,3382,4108,f,0,320
663,4608,3382,2276,f,0,320
664,4608,3382,6403,f,0,320
665,4608,3382,3383,f,0,320
666,4608,3382,6366,f,0,320
667,4608,3382,4149,f,0,320
668,4608,6379,3395,f,0,320 319
669,4608,6379,3383,f,0,320 319
670,4608,3394,3395,f,0,319
671,4608,3394,6386,f,0,319
672,4608,3394,3382,f,0,320
673,4608,3394,6431,f,0,319
674,4608,3394,4030,f,0,319
675,4608,3394,6392,f,0,320
676,4608,3394,4149,f,0,319
677,4608,3372,3393,f,0,321
678,4608,3372,3395,f,0,320
679,4608,3372,4085,f,0,320
680,4608,3372,4030,f,0,320
681,4608,3372,3369,f,0,321
682,4608,6431,3395,f,0,319
683,4608,6431,6432,f,0,319
684,4608,6431,3394,f,0,319
685,4608,4033,3393,f,0,319
686,4608,4033,3395,f,0,319
687,4608,4033,3077,f,0,319
688,4608,4033,6400,f,0,319
689,4608,6376,3395,f,0,319
690,4608,4097,3393,f,0,319
691,4608,4097,3395,f,0,319
692,4608,4097,3379,f,0,319
693,4608,4097,6366,f,0,319
694,4608,6385,3379,f,0,320
695,4608,6400,4033,f,0,319
696,4608,6400,3388,f,0,319
697,4608,6400,4030,f,0,320
698,4608,6400,6366,f,0,320
699,4608,3156,3395,f,0,330
700,4608,3387,3393,f,0,320
701,4608,3387,4120,f,0,321
702,4608,3387,3400,f,0,321
703,4608,3387,3384,f,0,321
704,4608,3387,3382,f,0,320
705,4608,3388,3393,f,0,320 319 321
706,4608,3388,3395,f,0,320 321
707,4608,3388,6353,f,0,319
708,4608,3388,3400,f,0,320
709,4608,3388,6400,f,0,319
710,4608,3388,3379,f,0,319
711,4608,3373,3275,f,0,320
712,4608,3373,3395,f,0,320 321
713,4608,3373,3205,f,0,320
714,4608,3373,3376,f,0,321
715,4608,5475,3376,f,0,319
716,4608,3364,3393,f,0,319 320
717,4608,3364,3395,f,0,321 320 330 319
718,4608,3364,6403,f,0,320
719,4608,3364,8043,f,0,320
720,4608,3406,3393,f,0,321 319
721,4608,3406,3395,f,0,330 321
722,4608,3406,6381,f,0,319
723,4608,3406,2244,f,0,330
724,4608,2268,3395,f,0,321
725,4608,3205,3373,f,0,320
726,4608,4144,3395,f,0,330
727,4608,4144,6434,f,0,320
728,4608,4144,3369,f,0,320
729,4608,4144,156,f,0,330
730,4608,6347,3393,f,0,320
731,4608,6347,3395,f,0,319
732,4608,6347,3400,f,0,321
733,4608,6347,3392,f,0,320
734,4608,2244,3370,f,0,330
735,4608,2244,3406,f,0,330
736,4608,4030,3393,f,0,320
737,4608,4030,3395,f,0,320
738,4608,4030,3394,f,0,319
739,4608,4030,3372,f,0,320
740,4608,4030,6400,f,0,320
741,4608,4030,4108,f,0,320
742,4608,4030,6392,f,0,320
743,4608,4030,6355,f,0,320
744,4608,3374,3393,f,0,321
745,4608,3374,3395,f,0,321 320
746,4608,3390,3395,f,0,321
747,4608,4108,4380,f,0,320
748,4608,4108,3393,f,0,320 319
749,4608,4108,3395,f,0,321
750,4608,4108,3404,f,0,321
751,4608,4108,3400,f,0,321
752,4608,4108,3382,f,0,320
753,4608,4108,4030,f,0,320
754,4608,4108,3379,f,0,319
755,4608,2276,3382,f,0,320
756,4608,2275,3393,f,0,320
757,4608,2275,3395,f,0,321
758,4608,3368,4380,f,0,320
759,4608,3368,3393,f,0,320 321
760,4608,3368,3395,f,0,321
761,4608,3369,3393,f,0,320
762,4608,3369,3395,f,0,320
763,4608,3369,3400,f,0,321
764,4608,3369,3372,f,0,321
765,4608,3369,4144,f,0,320
766,4608,3399,3375,f,0,320
767,4608,3399,3393,f,0,320
768,4608,3399,3395,f,0,319 320
769,4608,3399,3397,f,0,319
770,4608,3399,3379,f,0,319
771,4608,3399,6409,f,0,319
772,4608,6368,3379,f,0,319
773,4608,6392,3393,f,0,319
774,4608,6392,3395,f,0,321 319
775,4608,6392,3400,f,0,320
776,4608,6392,3394,f,0,320
777,4608,6392,4030,f,0,320
778,4608,3376,3393,f,0,320
779,4608,3376,3395,f,0,319
780,4608,3376,3400,f,0,321
781,4608,3376,6386,f,0,320
782,4608,3376,3373,f,0,321
783,4608,3376,5475,f,0,319
784,4608,6390,3393,f,0,320
785,4608,6390,3395,f,0,320
786,4608,6403,3382,f,0,320
787,4608,6403,3364,f,0,320
788,4608,3396,3395,f,0,320
789,4608,3379,3393,f,0,320
790,4608,3379,3395,f,0,319 320
791,4608,3379,4301,f,0,319
792,4608,3379,4097,f,0,319
793,4608,3379,6385,f,0,320
794,4608,3379,3388,f,0,319
795,4608,3379,4108,f,0,319
796,4608,3379,3399,f,0,319
797,4608,3379,6368,f,0,319
798,4608,3379,6366,f,0,319
799,4608,3379,8043,f,0,320
800,4608,3383,3371,f,0,319
801,4608,3383,3395,f,0,320
802,4608,3383,4109,f,0,319
803,4608,3383,6380,f,0,319
804,4608,3383,3382,f,0,320
805,4608,3383,6379,f,0,320 319
806,4608,6366,3393,f,0,320
807,4608,6366,3395,f,0,320
808,4608,6366,3382,f,0,320
809,4608,6366,4097,f,0,319
810,4608,6366,6400,f,0,320
811,4608,6366,3379,f,0,319
812,4608,4149,3395,f,0,319
813,4608,4149,3404,f,0,319
814,4608,4149,3400,f,0,320 319
815,4608,4149,3382,f,0,320
816,4608,4149,3394,f,0,319
817,4608,6361,3393,f,0,320
