id,name,alias,IATA,ICAO,callsign,country,active
13187,Eastok Avia,"",  ,EAA,"",Kyrgyzstan,t
13188,Jupiter Airlines,"",  ,JPU,JUPITERAIR,United Arab Emirates,t
13189,Vision Air International,"",  ,VIS,"",Pakistan,t
13190,Al-Naser Airlines,"",NA,,"",Iraq,t
13200,Fuji Dream Airlines,"",JH,,FUJI DREAM,Japan,t
13202,Korea Express Air,"",  ,KEA,"",South Korea,t
13209,Eznis Airways,"",  ,EZA,EZNIS,Mongolia,t
13211,Pacific Flier,"",  ,PFL,KOROR,Palau,t
13217,Syrian Pearl Airlines,"",  ,PSB,"",Syria,t
13218,SGA Airlines,"",5E,,SIAM,Thailand,t
13242,Air2there,"",F8,,"",New Zealand,t
13254,Avianova (Russia),"",AO,,Nova,Russia,t
13303,Parmiss Airlines (IPV),"",PA,IPV,IPV,Iran,t
13304,EuropeSky,"",ES,EUV,EuropeSky,Germany,t
13306,BRAZIL AIR,BRAZIL AIR,GB,BZE,BRAZIL AIR,Brazil,t
13335,Homer Air,Homer Sky,MR,OME,"",Germany,t
13391,U.S. Air,"",-+,--+,"",United States,t
13394,Jayrow,"",\',\'\,"",Australia,t
13397,Wilderness Air,"",;;,,"",Australia,t
13398,Whitaker Air,"",^^,,"",Australia,t
13633,PanAm World Airways,"",WQ,PQW,"",United States,t
13690,Virginwings,"",YY,VWA,"",Germany,t
13704,KSY,Kreta Sky,KY,KSY,KSY,Greece,t
13732,Buquebus Líneas Aéreas,"",BQ,BQB,"",Uruguay,t
13734,SOCHI AIR,SOCHI,CQ,KOL,SLOW FROG,Russia,t
13757,Wizz Air Ukraine,"",WU,WAU,WIZZAIR UKRAINE,Ukraine,t
13781,88,"",47,VVN,"",Cyprus,t
13815,LCM AIRLINES,"",LQ,LMM,"",Russia,t
13899,Cambodia Angkor Air (K6),"",K6,,"",Cambodia,t
13936,Royal European Airlines,"",69,,"",United Kingdom,t
13947,Tom\'s & co airliners,Tom\'s air,&T,T&O,T&,France,t
13983,Azul,Azul Linhas Aéreas Brasileiras,AD,AZU,"",Brazil,t
14061,LSM Airlines,slowbird,PQ,LOO,slowbird,Russia,t
14069,Zapolyarie Airlines,Zapolyarye Airlines,  ,PZY,"",Russia,t
14073,Finlandian,"",  ,FN1,"",Finland,t
14094,LionXpress,lionXpress,C4,LIX,LIX,Cameroon,t
14118,Genesis,"",GK,,"",Pakistan,t
14388,Congo Express,"",XZ,,EXPRESSWAYS,Congo (Kinshasa),t
14485,Fly Dubai,"",FZ,FDB,"",United Arab Emirates,t
14620,Domenican Airlines,Domenican,D1,MDO,Domenican,Dominican Republic,t
14679,ConneX European Airline,"",  ,2CO,ConneX,Austria,t
14849,Aereonautica militare,"",JY,AXZ,"",Italy,t
14858,Kal Star Aviation,"",  ,KLS,"",Indonesia,t
14881,LSM AIRLINES ,Russian. Yours Air Lines ,YZ,YZZ,Moscow frog ,Russia,t
15814,UTair-Express,"",UR,,"",Russia,t
15837,Huaxia,HUAXIA,G5,,"",China,t
15867,Zabaykalskii Airlines,Baikal Airlines,ZP,ZZZ,Lakeair,Russia,t
15887,CBM America,"",  ,XBM,AIRMAX,United States,t
15893,Marysya Airlines,MARYSYA AIRLINES,M4,1QA,MARSHAK AIR,Russia,t
15897,N1,"",N1,,"",Peru,t
15930,Airlink (SAA),"",4Z,,"",South Africa,t
15939,Westfalia Express VA,"",  ,WFX,"",Germany,t
15953,JobAir,"",3B,,"",Czech Republic,t
15975,Black Stallion Airways,"",BZ,BSA,Stallion,United States,t
15984,German International Air Lines,Germanair,GM,GER,"",Germany,t
15985,TrasBrasil,"",TB,TBZ,"",Brazil,t
15989,TransBrasil Airlines,"",TH,THS,"",Brazil,t
15999,China SSS,Chunqiu Airlines,9C,,"",China,t
16084,AIR INDOCHINE,"",  ,IIA,"",Vietnam,t
16100,Happy Air,"",  ,HPY,"",Thailand,t
16101,Solar Air,"",  ,SRB,Solar Air,Thailand,t
16103,Air Mekong,"",P8,MKG,Air Mekong,Vietnam,t
16110,Harbour Air (Priv),"",H3,,"",Canada,t
16116,Air Hamburg (AHO),"",HH,AHO,Air Hamburg,Germany,t
16120,ZABAIKAL AIRLINES,ZABAIKAL ,Z6,ZTT,BAIKAL ,Russia,t
16127,TransHolding,Trans,TI,THI,"",Brazil,t
16130,SUR Lineas Aereas,"",  ,SZZ,"",Argentina,t
16131,Aerolineas Africanas,"",  ,AA1,"",Guinea,t
16133,Yeti Airways,"",YT,,"",Nepal,t
16135,Yellowstone Club Private Shuttle,"",Y1,,YCS,United States,t
16136,Caucasus Airlines,"",NS,,"",Georgia,t
16139,Serbian Airlines,"",S1,SA1,"",Serbia,t
16149,Windward Islands Airways,"",WM,,Winair,Netherlands Antilles,t
16150,TransHolding System,"",YO,TYS,"",Brazil,t
16151,CCML Airlines,"",CB,CCC,"",Colombia,t
16198,Small Planet Airlines,"",  ,ELC,"",Lithuania,t
16234,Fly Brasil,Fly Brasil,F1,FBL,FBL,Brazil,t
16260,AUOS,AUOS,AU,AUK,AUOS,United Kingdom,t
16261,CB Airways UK ( Interliging Flights ),"",1F,CIF,"",United Kingdom,t
16262,Fly Colombia ( Interliging Flights ),"",3F,3FF,"",Colombia,t
16264,Trans Pas Air,"",T6,TP6,"",United States,t
16273,KMV,"",МИ,,Air Minvody,Russia,t
16323,Himalayan Airlines,Himalaya,HC,HYM,Himalayan,Nepal,t
16327,Indya Airline Group,Indya1,G1,IG1,Indya1,India,t
16329,Sunwing,"",WG,,sunwing,Canada,t
16358,Turkish Wings Domestic,"",  ,TWD,TWD,Turkey,t
16359,Japan Regio,"",ZX,ZXY,"",Japan,t
16362,OCEAN AIR CARGO,"",  ,IXO,"",India,t
16363,Norte Lineas Aereas,NORTE,N0,,"",Argentina,t
16364,Austral Brasil,Austral Brasil lineas aereas,W7,,"",Brazil,t
16373,PEGASUS AIRLINES-,"",H9,,"",Turkey,t
16409,Nihon.jet connect,"",  ,NX1,"",Kyrgyzstan,t
16415,Camair-co,"",QC,,"",Cameroon,t
16459,Sky Regional,Air Canada Express,RS,,Sky Regional,Canada,t
16507,LSM International ,Moskva-air,II,UWW,moose,Russia,t
16508,Baikotovitchestrian Airlines ,"",BU,BUU,"",American Samoa,t
16511,Luchsh Airlines ,Air luch,L4,LJJ,russian sky,Russia,t
16585,Air Cargo Germany,"",6U,,Loadmaster,Germany,t
16615,Mongolian International Air Lines ,Mongol Air ,7M,ZTF,Mongol_AIr ,Mongolia,t
16624,Tway Airlines,"",TW,TWB,TWAY AIR,South Korea,t
16625,Papillon Grand Canyon Helicopters,"",HI,,"",United States,t
16628,Jusur airways,"",JX,JSR,"",Egypt,t
16645,NEXT Brasil,NEXT,XB,NXB,XB,Brazil,t
16660,AeroWorld ,Sovet Air ,W4,WER,sovet,Russia,t
16695,GNB Linhas Aereas,"",GN,,"",Brazil,t
16702,Usa Sky Cargo,USky,E1,ES2,USKY,United States,t
16707,Hankook Airline,"",HN,HNX,HNX,South Korea,t
16717,REDjet,"",Z7,,"",Barbados,t
16720,Red Jet Andes,"",PT,,"",Peru,t
16721,Red Jet Canada,"",QY,,"",Canada,t
16724,Red Jet Mexico,"",4X,,"",Mexico,t
16725,Marusya Airways,Marusya Air,Y8,MRS,snowball,Russia,t
16726,Era Alaska,"",7H,ERR,ERAH,United States,t
16728,AirRussia,RussianConector,R8,RRJ,russiancloud,Russia,t
16735,Hankook Air US,"",H1,HA1,"",United States,t
16794,Carpatair Flight Training,"",  ,SMW,Smartwings,Romania,t
16796,I-Fly,"",H5,RSY,RUSSIAN SKY,Russia,t
16826,Whitejets,"",  ,WTJ,WHITEJET,Brazil,t
16837,VickJet,"",KT,VKJ,Vickjet,France,t
16844,BVI Airways,"",XV,,"",British Virgin Islands,t
16858,Hamburg Airways,"",  ,HAY,"",Germany,t
16860,Salsa d\'Haiti,"",SO,SLC,SALSA,Haiti,t
16867,Zambezi Airlines (ZMA),"",ZJ,,"",Zambia,t
16868,Kan Air,"",  ,KND,Kan Air,Thailand,t
16881,Air Cudlua,Air Cudlua,  ,CUD,Cudlua,United Kingdom,t
16882,Polet Airlines (Priv),"",YQ,,"",Russia,t
16895,Air Explore,"",  ,AXE,"",Slovakia,t
16901,12 North,"",12,N12,12N,India,t
16919,Holidays Czech Airlines,"",  ,HCC,"",Czech Republic,t
16921,Comtel Air,"",  ,COE,"",Austria,t
16926,Mint Airways,"",  ,MIC,"",Spain,t
16932,Orbit Airlines,Orbit,  ,OBT,Orbit,United States,t
16939,Air Bucharest,"",  ,BUR,"",Romania,t
16940,AlbaStar,"",  ,LAV,"",Spain,t
16956,MAT Airways,"",6F,MKD,"",Macedonia,t
16960,Asian Wings Airways,"",AW,AWM,Asian Star,Burma,t
16963,Air Arabia Egypt,"",E5,RBG,"",Egypt,t
16967,Eagles Airlines,"",  ,EGS,EAGLES,Italy,t
16973,YES Airways,"",  ,YEP,"",Poland,t
16975,Alitalia Cityliner,"",CT,,"",Italy,t
16983,Direct Aero Services,"",  ,DSV,"",Romania,t
16985,Medallion Air,"",  ,MDP,MEDALS,Romania,t
17022,Orchid Airlines,"",OI,ORC,"",Australia,t
17023,Asia Wings,"",Y5,AWA,"",Kazakhstan,t
17026,Georgian International Airlines,"",  ,GNN,GEO-LINE,Georgia,t
17027,Air Batumi,"",  ,BTM,"",Georgia,t
17082,Skywest Australia,"",XR,,"",Australia,t
17083,Nile Air,"",NP,NIA,NILEBIRD,Egypt,t
17086,Feeder Airlines,"",  ,FDD,"",Sudan,t
17094,Senegal Airlines,"",DN,SGG,"",Senegal,t
17095,Fly 6ix,"",6I,,"",Sierra Leone,t
17099,Starbow Airlines,"",S9,,"",Ghana,t
17115,Copenhagen Express,"",0X,CX0,Copex,Denmark,t
17408,BusinessAir,"",8B,BCC,"",Thailand,t
17519,SENIC AIRLINES,"",YR,,"",United States,t
17563,XOJET,"",  ,XOJ,"",United States,t
17571,Sky Wing Pacific,"",C7,CR7,"",South Korea,t
17572,Bateleur Air,"",  ,BEU,"",South Africa,t
17574,Air Indus,Indus Airlines Pak,PP,AI0,AIPL,Pakistan,t
17628,Orbit International Airlines,"",  ,OAI,OA,United States,t
17629,Orbit Regional Airlines,"",  ,OAR,OA,United States,t
17630,Orbit Atlantic Airways,"",  ,OAN,"",United States,t
17658,Volotea,"",  ,VOO,Volotea,Spain,t
17675,Peach Aviation,"",MM,,Air Peach,Japan,t
17694,Helitt Líneas Aéreas,"",  ,HTH,"",Spain,t
17695,Russia State Transport,Federal State Budget Inst,  ,RSD,STATE AERO,Russia,t
17726,Malaysia Wings,"",  ,MWI,MWI,Malaysia,t
17750,Aviabus,"",U1,ABI,"",Russia,t
17780,Michael Airlines,Javi,DF,MJG,MJG,Puerto Rico,t
17786,Korongo Airlines,"",ZC,KGO,KORONGO,Congo (Kinshasa),t
17794,Indonesia Sky,"",I5,IDS,"",Indonesia,t
17841,Aws express,"",B0,666,aws,United States,t
17859,Southjet,"",76,SJS,"",United States,t
17860,Southjet connect,"",77,ZCS,"",United States,t
17862,Southjet cargo,"",78,XAN,"",United States,t
17881,Iberia Express,"",I2,IBS,"",Spain,t
17885,Interjet (ABC Aerolineas),"",4O,,INTERJET,Mexico,t
17889,AirOnix,"",OG,,"",Ukraine,t
17890,Nordic Global Airlines,"",NJ,NGB,Nordic Global,Finland,t
17891,Scoot,"",TZ,SCO,"",Singapore,t
17909,Hi Fly (5K),"",5K,,"",Portugal,t
17911,China Northwest Airlines (WH),"",WH,,"",China,t
17935,Zenith International Airline,Zenith,ZN,ZNA,ZENITH,Thailand,t
17936,Orbit Airlines Azerbaijan,Orbit Azerbaijan,O1,OAB,Orbitaz,Azerbaijan,t
17989,Air Alps Aviation (A6),"",A6,,ALPAV,Austria,t
18076,Flying kangaroo Airline,Skippy,  ,FKA,Skippy,Australia,t
18083,RusJet,"",  ,RSJ,"",Russia,t
18118,VietJet Air,VietJet,  ,VJC,VIETJETAIR,Vietnam,t
18169,Patriot Airways,"",P4,,"",United States,t
18178,Vision Airlines (V2),"",V2,RBY,RUBY,United States,t
23,Alaska Island Air,,  ,AAK,ALASKA ISLAND,United States,f
25,Aviation Management Corporation,,  ,AAM,AM CORP,United States,f
26,Atlantis Airlines (USA),,  ,AAO,ATLANTIS AIR,United States,f
27,Aerovista Airlines,,  ,AAP,AEROVISTA GROUP,United Arab Emirates,f
30,Australia Asia Airlines,,  ,AAU,AUSTASIA,Australia,f
31,Astro Air International,,  ,AAV,ASTRO-PHIL,United States,f
33,Afrinat International Airlines,,Q9,AFU,"",Gambia,f
34,Afric'air Express,,  ,AAX,AFREX,Ivory Coast,f
36,Angus Aviation,,  ,AAZ,ANGUS,Canada,f
37,Artem-Avia,,  ,ABA,ARTEM-AVIA,Ukraine,f
38,African Business and Transportations,,  ,ABB,AFRICAN BUSINESS-,Democratic Republic of the Congo,f
40,Aerial Oy,,  ,ABF,SKYWINGS,Finland,f
41,Abakan-Avia,,  ,ABG,ABAKAN-AVIA,Russia,f
44,Alberta Citylink,,  ,ABK,ALBERTA CITYLINK,Canada,f
45,APSA Colombia,,  ,ABO,AEROEXPRESO,Colombia,f
46,Aerovias Bueno,,  ,ABU,AEROBUENO,Colombia,f
47,Aerocenter,,  ,ACR, Escuela de Formacion de Pioltos Privados de Avion,AEROCENTER,f
48,Antrak Air,,04,ABV,ANTRAK,Ghana,f
49,Airborne Express,,GB,ABX,ABEX,United States,f
50,ABX Air,,GB,ABX,ABEX,United States,f
51,ATA Brasil,,  ,ABZ,ATA-BRAZIL,Brazil,f
52,Avcard Services,,  ,ACC,"",United Kingdom,f
53,Academy Airlines,,  ,ACD,ACADEMY,United States,f
54,Aero Comondu,,  ,ACO,AERO COMONDU,Mexico,f
56,Air Cess,,  ,ACS,"",Liberia,f
57,Air Aurora,,  ,AAI,BOREALIS,United States,f
58,Air Cargo Transportation System,,  ,ACU,AFRISPIRIT,Kenya,f
59,Air Charter Service,,  ,ACV,"",United Kingdom,f
60,Aero Asia International,,E4,RSO,AERO ASIA,Pakistan,f
61,Air Charters,,  ,ACX,PARAIR,Canada,f
62,Air Togo,,YT,TGA,AIR TOGO,Togo,f
63,Air Somalia,,  ,RSM,AIR SOMALIA,Somali Republic,f
64,Atlas Cargo Lines,,  ,ACY,ATLAS CARGOLINES,Morocco,f
65,Airservices Australia,,  ,ADA,AUSCAL,Australia,f
66,Advance Leasing Company,,4G,   ,"",United States,f
67,Aztec Worldwide Airlines,,7A,   ,"",United States,f
69,Antonov Airlines,,  ,ADB,ANTONOV BUREAU,Ukraine,f
70,Air Atlantic Dominicana,,  ,ADC,ATLAN-DOMINICAN,Dominican Republic,f
71,Advanced Air Co.,,  ,ADD,"",Japan,f
73,Aerea Flying Training Organization,,  ,ADG,AEREA TRAINING,Spain,f
74,Audeli Air,,  ,ADI,AUDELI,Spain,f
75,Abicar,,  ,ADJ,ABICAR,Ivory Coast,f
76,ADC Airlines,,Z7,ADK,ADCO,Nigeria,f
77,Aero Dynamics,,  ,ADL,COTSWOLD,United Kingdom,f
78,Aerolineas Dominicanas,,  ,ADM,DOMINAIR,Dominican Republic,f
79,Aerodienst GmbH,,  ,ADN,AERODIENST,Germany,f
80,Aerodiplomatic,,  ,ADP,AERODIPLOMATIC,Mexico,f
81,Aerodyne,,  ,ADY,AERODYNE,United States,f
82,Avion Taxi,,  ,ADQ,AIR DATA,Canada,f
84,Aviones de Sonora,,  ,ADS,SONORAV,Mexico,f
85,Air Dorval,,  ,ADT,AIR DORVAL,Canada,f
86,Airdeal Oy,,  ,ADU,AIRDEAL,Finland,f
87,Advance Air Charters,,  ,ADV,ADVANCE,Canada,f
88,Air Andaman,,  ,ADW,AIR ANDAMAN,Thailand,f
89,Anderson Aviation,,  ,ADX,ANDAX,United States,f
91,Air Southwest Ltd.,,  ,ASW,AIRSOUTHWEST,Canada,f
92,Air Special,,  ,ASX,AIRSPEC,Czech Republic,f
94,Aerocesar,,  ,AEC, Aerovias Del Cesar,AEROCESAR,f
95,Aerotrans Airlines,,  ,AED,"",Russia,f
97,Aerofumigaciones Sam,,  ,AEG,FUMIGACIONES SAM,Chile,f
98,Aeroexpreso Interamericano,,  ,AEI,INTERAM,Colombia,f
99,Air Express,,  ,AEJ,KHAKI EXPRESS,Tanzania,f
100,Aerocon,,  ,AEK,AEROCON,Bolivia,f
101,Aero Madrid,,  ,AEM,AEROMADRID,Spain,f
102,Aeroenlaces Nacionales,,  ,AEN,"",Mexico,f
129,Africa Air Links,,  ,AFK,AFRICA LINKS,Sierra Leone,f
131,Aero Empresa Mexicana,,  ,AFO,AERO EMPRESA,Mexico,f
133,Air Bravo,,  ,BRF,AIR BRAVO,Uganda,f
134,Air Brasd'or,,  ,BRL,BRASD'OR,Canada,f
135,Air 500,,  ,BRM,BOOMERANG,Canada,f
136,Alba Servizi Aerotrasporti,,  ,AFQ,ALBA,Italy,f
138,Air Partner,,  ,ACG,AIR PARTNER,United Kingdom,f
140,Air Caledonia,,  ,ACM,WEST CAL,Canada,f
141,Air Guam,,  ,AGM,AIR GUAM,United States,f
142,Air Gabon,,GN,AGN,GOLF NOVEMBER,Gabon,f
143,Air Data,,  ,AFS,"",United Kingdom,f
144,Air Afrique Vacancies,,  ,AFV,AFRIQUE VACANCE,Ivory Coast,f
145,Air Cargo America,,  ,MVM,PEGASUS,United States,f
147,Air-Angol,,  ,NGO,AIR ANGOL,Angola,f
148,Air Nigeria,,  ,NGP,REGAL EAGLE,Nigeria,f
150,Air Samarkand,,  ,SND,ARSAM,Uzbekistan,f
151,Air Senegal International,,V7,SNG,AIR SENEGAL,Senegal,f
152,Air Sandy,,  ,SNY,AIR SANDY,Canada,f
154,Air Intersalonika,,  ,NSK,INTERSALONIKA,Greece,f
155,Air Anatolia,,  ,NTL,AIR ANATOLIA,Turkey,f
156,Air Saigon,,  ,SGA,AIR SAIGON,Vietnam,f
157,Afrique Regional Airways,,  ,AFW,AFRAIR,Ivory Coast,f
158,Airfreight Express,,  ,AFX, ,United Kingdom,f
159,Africa Chartered Services,,  ,AFY,AFRICA CHARTERED,Nigeria,f
160,Africa Freight Services,,  ,AFZ,AFREIGHT,Zambia,f
161,Aeronaves Del Centro,,  ,AGA,"",Venezuela,f
162,Air Service Gabon,,G8,AGB,"",Gabon,f
163,Arab Agricultural Aviation Company,,  ,AGC,AGRICO,Egypt,f
164,Atlantic Gulf Airlines,,  ,AGF,ATLANTIC GULF,United States,f
166,Algoma Airways,,  ,AGG,ALGOMA,Canada,f
167,Altagna,,  ,AGH,ALTAGNA,France,f
168,Angola Air Charter,,  ,AGO,ANGOLA CHARTER,Angola,f
169,Angola Air Charter,,  ,AGO,ANGOLA CHARTER,Angola,f
170,AERFI Group,,  ,AGP,AIR TARA,Ireland,f
171,Aerogala,,  ,AGQ,GALASERVICE,Chile,f
172,Amadeus Global Travel Distribution,,1A,AGT,AMADEUS,Spain,f
173,Angara Airlines,,  ,AGU,SARMA,Russia,f
175,Aero Gambia,,  ,AGW,AERO GAMBIA,Gambia,f
177,Atlantic Coast Airlines,,  ,BLR,BLUE RIDGE,United States,f
178,Aero Barloz,,  ,BLZ,AEROLOZ,Mexico,f
181,Aero Banobras,,  ,BNB,AEROBANOBRAS,Mexico,f
182,Aero Flight Service,,  ,AGY,FLIGHT GROUP,United States,f
183,Agrolet-Mci,,  ,AGZ,AGROLET,Slovakia,f
184,Air Alpha Greenland,,GD,AHA,AIR ALPHA,Denmark,f
185,Azal Avia Cargo,,  ,AHC,AZALAVIACARGO,Azerbaijan,f
186,Airport Helicopter Basel,,  ,AHE, Muller & Co.,AIRPORT HELICOPTER,f
187,Aeroservices Corporate,,  ,CJE,BIRD JET,France,f
188,Aspen Helicopters,,  ,AHF,ASPEN,United States,f
189,Aerochago Airlines,,  ,AHG,AEROCHAGO,Dominican Republic,f
190,Airplanes Holdings,,  ,AHH,AIRHOLD,Ireland,f
191,Air Hong Kong,,LD,AHK,AIR HONG KONG,Hong Kong,f
192,Aerochiapas,,  ,AHP,AEROCHIAPAS,Mexico,f
193,Air Adriatic,,  ,AHR,ADRIATIC,Croatia,f
194,Air Viggi San Raffaele,,  ,AHS,AIRSAR,Italy,f
195,ABC Air Hungary,,  ,AHU,ABC HUNGARY,Hungary,f
196,Aeromist-Kharkiv,,HT,AHW,AEROMIST,Ukraine,f
199,Airbus Industrie,,AP,AIB,AIRBUS INDUSTRIE,France,f
200,Alpine Air Chile,,  ,AIH,ALPINE CHILE,Chile,f
201,Air Integra,,  ,AII,INTEGRA,Canada,f
202,ABC Aerolineas,,  ,AIJ,ABC AEROLINEAS,Mexico,f
203,African Airlines International Limited,,  ,AIK,AFRICAN AIRLINES,Kenya,f
204,African International Airways,,  ,AIN,FLY CARGO,Swaziland,f
230,Aircrew Check and Training Australia,,  ,AIY,AIRCREW,Australia,f
232,A J Services,,  ,AJA,AYJAY SERVICES,United Kingdom,f
233,Aero JBR,,  ,AJB,AERO JBR,Mexico,f
234,Aero Jet Express,,  ,AJE,JET EXPRESS,Mexico,f
235,Avia Consult Flugbetriebs,,  ,AJF,AVIACONSULT,Austria,f
236,Ameristar Jet Charter,,  ,AJI,AMERISTAR,United States,f
237,A2 Jet Leasing,,  ,AJJ,ATLANTIC JET,United States,f
238,Allied Air,,  ,AJK,BAMBI,Nigeria,f
243,Aeroejecutivo,,  ,AJO,AEROEXO,Mexico,f
244,Aero Jets Corporativos,,  ,AJP,AEROJETS,Mexico,f
245,Aeroejecutivos Colombia,,  ,AJS,AEROEJECUTIVOS,Colombia,f
246,Amerijet International,,M6,AJT,AMERIJET,United States,f
247,Air Jetsul,,  ,AJU,AIRJETSUL,Portugal,f
248,ANA & JP Express,,  ,AJV,AYJAY CARGO,Japan,f
249,Alpha Jet International,,  ,AJW,ALPHAJET,United States,f
251,Ajet,,  ,AJY,AYJET,Cyprus,f
253,Air Livonia,,  ,LIV,LIVONIA,Estonia,f
254,Air BC,,  ,ABL,AIRCOACH,Canada,f
255,Air Fret Senegal,,  ,ABN, ,Senegal,f
256,Air Jamahiriya Company,,  ,LJA,AIR JAMAHIRIYA,Libya,f
257,Aktjubavia,,  ,AKB,KARAB,Kazakhstan,f
258,Arca Aerovias Colombianas Ltda.,,  ,AKC,ARCA,Colombia,f
259,Anikay Air Company,,  ,AKF,ANIKAY,Kyrgyzstan,f
260,Akhal,,  ,AKH,AKHAL,Turkmenistan,f
261,Aeromilenio,,  ,MNI,AEROMIL,Mexico,f
262,Aklak Air,,  ,AKK,AKLAK,Canada,f
264,Alkan Air,,  ,AKN,ALKAN AIR,Canada,f
265,Angkor Airways,,  ,AKW,ANGKORWAYS,Cambodia,f
266,Air Nippon Network Co. Ltd.,,EH,AKX,ALFA WING,Japan,f
267,AK Navigator LLC,,  ,AKZ,ABSOLUTE,Kazakhstan,f
268,Aero Albatros,,  ,ALB,ALBATROS,Mexico,f
269,Albion Aviation,,  ,ALD,ALBION,United Kingdom,f
270,Aeroalas Colombia,,  ,ALE,AEROALAS,Colombia,f
271,Allied Command Europe (Mobile Force),,  ,ALF,ACEFORCE,Belgium,f
272,Aerotaxis Albatros,,  ,BTS,AEROLINEAS ALBATROS,Mexico,f
273,American Flyers,,  ,FYS,AMERICAN FLYERS,United States,f
274,Aero Coach Aviation,,  ,DFA,AERO COACH,United States,f
275,Atlantic Southeast Airlines,,  ,CAA,Chandler,United States,f
276,ACM Air Charter,,  ,BVR,BAVARIAN,Germany,f
277,Air Logistics,,  ,ALG,AIRLOG,United States,f
278,Aerovallarta,,  ,ALL,VALLARTA,Mexico,f
279,Air ALM,,  ,ALM,ANTILLEAN,Netherlands Antilles,f
280,Air Lincoln,,  ,ALN,CHICAGO LINCOLN,United States,f
283,Aerotransporte de Carga Union,,  ,TNO,AEROUNION,Mexico,f
284,Aero Taxis Cessna,,  ,TND,TAXIS CESSNA,Mexico,f
285,Arizona Express Airlines,,  ,TMP,TEMPE,United States,f
288,Alpliner AG,,  ,ALP,ALPINER,Switzerland,f
289,Altair Aviation (1986),,  ,ALQ,ALTAIR,Canada,f
290,Air Luxor STP,,  ,ALU,LUXORJET,Sao Tome and Principe,f
291,Alas de Venezuela,,  ,ALV,ALVEN,Venezuela,f
292,Alas Nacionales,,  ,ALW, S.A.,ALNACIONAL,f
293,Alyeska Air Service,,  ,ALY,ALYESKA,United States,f
294,Alta Flights (Charters) Ltd.,,  ,ALZ, ,Canada,f
296,ATMA,,  ,AMA,ADIK,Kazakhstan,f
297,Aerolineas Medellin,,  ,AMD,AEROLINEAS MEDELLIN,Colombia,f
298,Ameriflight,,  ,AMF,AMFLIGHT,United States,f
300,Air Lithuania,,TT,KLA,KAUNAS,Lithuania,f
301,Air Minas Linhas A,,  ,AMG,AIR MINAS,Brazil,f
302,Alan Mann Helicopters Ltd.,,  ,AMH,MANN,United Kingdom,f
303,Air Maldives,,  ,AMI,AIR MALDIVES,Maldives,f
304,Aviation Amos,,  ,AMJ,AVIATION AMOS,Canada,f
305,Amerer Air,,  ,AMK,AMER AIR,Austria,f
335,Air Atlantic (Nig) Limited,,  ,ANI,NIGALANTIC,Nigeria,f
337,Antares Airtransport,,  ,ANM, Maintenance & Service GmbH,ANTARES,f
339,Aerol,,  ,ANQ,ANTIOQUIA,Colombia,f
340,Andes Lineas Aereas,,  ,ANS,AEROANDES,Argentina,f
342,Air Nevada,,  ,ANV,AIR NEVADA,United States,f
343,AOM French Airlines,,IW,AOM,French Lines,France,f
344,Aviacion Del Noroeste,,  ,ANW, S.A. de C.V.,AVINOR,f
346,Avia Jaynar,,  ,SAP,TOBOL,Kazakhstan,f
347,Aero Servicios Empresariales,,  ,EMS,SERVIEMPRESARIAL,Mexico,f
348,Alcon Servicios Aereos,,  ,AOA, S.A. de C.V.,ALCON,f
349,AVCOM,,J6,AOC,AERO AVCOM,Russia,f
350,Aero Vodochody,,  ,AOD,AERO CZECH,Czech Republic,f
351,Air One Executive,,  ,AOE, ,Italy,f
352,Atair Pty Ltd.,,  ,AOF,ATAIR,South Africa,f
353,Aero VIP,,2D,AOG,AVIP,Argentina,f
354,Aeromundo Ejecutivo,,  ,MUN,AEROMUNDO,Mexico,f
355,Aerolinea Muri,,  ,MUR,MURI,Mexico,f
356,Astoria,,  ,AOI, Inc.,ASTORIA,f
357,Aero Rent JSC,,  ,NRO,AEROMASTER,Russia,f
358,Aeronord-Grup,,  ,NRP,AERONORD,Moldova,f
359,Aeroatlantico Colombia,,  ,AOK,"",Colombia,f
360,Angkor Airlines,,  ,AOL,ANGKOR AIR,Cambodia,f
361,Aero Entreprise,,  ,AON,AERO ENTERPRISE,France,f
362,As,,  ,AOO, Opened Joint Stock Company,COMPANY AS,f
363,Aeropiloto,,  ,AOP,AEROPILOTO,Portugal,f
364,Aeroenlaces Nacionales,,  ,VIV,AEROENLACES,Mexico,f
365,Aerovis Airlines,,  ,VIZ,AEROVIZ,Ukraine,f
366,Avjet International (FZE),,  ,VJE,"",United Arab Emirates,f
367,Aerovista Gulf Express,,  ,VGF,VISTA GULF,United Arab Emirates,f
368,Air Vegas,,6V,VGA,AIR VEGAS,United States,f
369,Almaver,,  ,VER,ALMAVER,Mexico,f
370,Afro International Ent. Limited,,  ,AOR,INTER-AFRO,Nigeria,f
372,Asia Overnight Express,,OE,AOT,ASIA OVERNIGHT,Philippines,f
373,Air Tractor,,  ,AOU,AIR TRACTOR,Croatia,f
374,Aero Vision,,  ,AOV,AEROVISION,France,f
375,Aerotaxi Del Valle,,  ,AOX,AEROVALLE,Colombia,f
376,Air Park Aviation Ltd.,,  ,APA,CAN-AM,Canada,f
377,Airpac Airlines,,  ,APC, Inc.,AIRPAC,f
378,Aeroservicios Monterrey,,  ,SVM,SERVIMONTE,Mexico,f
