id,name,alias,IATA,ICAO,callsign,country,active
1259,Aerosegovia,,  ,SGV,SEGOVIA,Nicaragua,f
1260,Airshare Holdings,,  ,SHH,AIRSHARE,United Kingdom,f
1261,Aerosiyusa,,  ,SIY,SIYUSA,Mexico,f
1262,Aero Silza,,  ,SIZ,AEROSILZA,Mexico,f
1263,Air San Juan,,  ,SJN,SAN JUAN,United States,f
1264,Aero-North Aviation Services,,  ,SKP,SKIPPER,Canada,f
1265,Aero Sami,,  ,SMI,SAMI,Mexico,f
1267,Aerolineas Sol,,  ,SOD,ALSOL,Mexico,f
1268,Air Soleil,,  ,SOE,AIR SOLEIL,Mauritania,f
1269,Aero Soga,,  ,SOG,AEROSOGA,Guinea-Bissau,f
1270,Airspeed Aviation,,  ,SPD,SPEEDLINE,Canada,f
1271,Air Service,,M3,SPJ,AIR SKOPJE,Macedonia,f
1272,Aeroservicios Ejecutivos Del Pacifico,,  ,SPO,EJECTUIV PACIFICO,Mexico,f
1273,Asian Aerospace Service,,  ,SPY,THAI SPACE,Thailand,f
1274,Airworld,,  ,SPZ,SPEED SERVICE,South Africa,f
1275,Alsaqer Aviation,,  ,SQR,ALSAQER AVIATION,Libya,f
1276,Air Safaris and Services,,  ,SRI,AIRSAFARI,New Zealand,f
1277,Aero Servicio Corporativo,,  ,SRV,SERVICORP,Mexico,f
1278,Air Sultan,,  ,SSL,SIERRA SULTAN,Sierra Leone,f
1279,Aero 1 Pro-Jet,,  ,SSM,RAPID,Canada,f
1280,Airquarius Air Charter,,  ,SSN,SUNSTREAM,South Africa,f
1281,Aeropac,,  ,STK,SAT PAK,United States,f
1282,Air St. Thomas,,  ,STT,PARADISE,United States,f
1283,Aerolineas Del Sureste,,  ,SUE,AEROSURESTE,Mexico,f
1284,Aerial Surveys (1980) Limited,,  ,SUY,SURVEY,New Zealand,f
1285,Air Slovakia,,GM,SVK,SLOVAKIA,Slovakia,f
1286,Adler Aviation,,  ,SWH,SHOCKWAVE,Canada,f
1288,Aerosud Aviation,,  ,SYT,SKYTRACK,South Africa,f
1289,Aeroservicios de La Costa,,  ,TAA,AERO COSTA,Mexico,f
1291,Aerotrebol,,  ,TBL,AEROTREBOL,Mexico,f
1292,Aero Taxi de Los Cabos,,  ,TBO,AERO CABOS,Mexico,f
1293,Air Turks and Caicos,,JY,TCI,KERRMONT,Turks and Caicos Islands,f
1294,Aerotranscolombina de Carga,,  ,TCO,TRANSCOLOMBIA,Colombia,f
1295,Air Cargo Express,,  ,TDG,TURBO DOG,United States,f
1296,Atlas Helicopters,,  ,TDT,TRIDENT,United Kingdom,f
1297,Air Today,,  ,TDY,AIR TODAY,United States,f
1298,Aero Servicios Azteca,,  ,TED,AEROAZTECA,Mexico,f
1300,Antair,,  ,TIR,ANTAIR,Mexico,f
1301,Atlantique Air Assistance,,  ,TLB,TRIPLE-A,France,f
1302,Aero Taxi Autlan,,  ,TLD,AEREO AUTLAN,Mexico,f
1303,Aero Util,,  ,TLE,AEROUTIL,Mexico,f
1304,Aero Toluca Internactional,,  ,TLU,AEROTOLUCA,Mexico,f
1305,Aero Taxi del Centro de Mexico,,  ,TME,TAXICENTRO,Mexico,f
1306,Aerotropical,,  ,TOC,TROPICMEX,Mexico,f
1307,Air Tomisko,,  ,TOH,TOMISKO CARGO,Serbia,f
1309,Aero Tanala,,  ,TON,AEROTANALA,Mexico,f
1310,Aero Tropical,,  ,TPB,AERO TROPICAL,Angola,f
1311,Air Cal,,TY,TPC,AIRCAL,France,f
1312,Air Horizon,,  ,TPK,TCHAD-HORIZON,Chad,f
1313,Aero Taxi del Potosi,,  ,TPO,TAXI-POTOSI,Mexico,f
1314,Aeroturquesa,,  ,TQS,AEROTURQUESA,Mexico,f
1315,Airmark Aviation,,  ,TRH,TRANSTAR,United States,f
1318,airtransse,,  ,TSQ,AIRTRA,Japan,f
1319,Aerolineas Turisticas del Caribe,,  ,TTB,AERO TURISTICAS,Mexico,f
1320,Avcenter,,  ,TTE,TETON,United States,f
1321,Air Tungaru,,  ,TUN,TUNGARU,Kiribati,f
1323,Aerotaxis del Noroeste,,  ,TXD,TAXI OESTE,Mexico,f
1324,Aerotaxis Alfe,,  ,TXF,ALFE,Mexico,f
1325,Aereotaxis,,  ,TXI,AEREOTAXIS,Mexico,f
1335,Air Umbria,,  ,UMB,AIR UMBRIA,Italy,f
1336,Atuneros Unidos de California,,  ,UND,ATUNEROS UNIDOS,Mexico,f
1337,Aeroclub Flaps,,  ,FLP,AEROCLUB FLAPS,Spain,f
1339,Air Castle Corporation / Global Airways,,  ,GLB,GLO-AIR,United States,f
1341,Bearing Supplies Limited,,  ,PVO,PROVOST,United Kingdom,f
1342,Balkan Agro Aviation,,  ,BAA,BALKAN AGRO,Bulgaria,f
1343,Bahrain Air BSC (Closed),,  ,BAB,AWAL,Bahrain,f
1344,BAC Leasing Limited,,  ,BAC, ,United Kingdom,f
1345,BAE Systems,,  ,BAE,FELIX,United Kingdom,f
1346,Belgian Air Force,,  ,BAF,BELGIAN AIRFORCE,Belgium,f
1347,Baker Aviation,,8Q,BAJ,BAKER AVIATION,United States,f
1348,Blackhawk Airways,,  ,BAK,BLACKHAWK,United States,f
1349,Britannia Airways,,  ,BAL,BRITANNIA,United Kingdom,f
1350,Business Air Services,,  ,BAM,BUSINESS AIR,Canada,f
1351,British Antarctic Survey,,  ,BAN,PENGUIN,United Kingdom,f
1352,Bradly Air (Charter) Services,,  ,BAR,BRADLEY,Canada,f
1353,Bissau Airlines,,  ,BAU,AIR BISSAU,Guinea-Bissau,f
1354,Bay Aviation Ltd,,  ,BAV,BAY AIR,Bangladesh,f
1356,Best Aero Handling Ltd,,  ,BAX,"",Russia,f
1357,Bayon Airlines,,  ,BAY,BAYON,Cambodia,f
1358,Bannert Air,,  ,BBA,BANAIR,Austria,f
1360,Bluebird Cargo,,BF,BBD,BLUE CARGO,Iceland,f
1361,Beibars CJSC,,  ,BBS,BEIBARS,Kazakhstan,f
1362,Bravo Airlines,,  ,BBV,BRAVO EUROPE,Spain,f
1363,Blue Bird Aviation,,  ,BBZ,COBRA,Kenya,f
1364,BACH Flugbetriebsges,,B4,BCF,BACH,Austria,f
1365,Blue Islands,,  ,BCI,BLUE ISLAND,United Kingdom,f
1366,British Caribbean Airways,,  ,BCL,"",United Kingdom,f
1367,British Charter,,  ,BCR,BACKER,United Kingdom,f
1368,BCT Aviation,,  ,BCT,BOBCAT,United Kingdom,f
1369,Business Aviation Center,,  ,BCV,BUSINESS AVIATION,Ukraine,f
1370,Blue Dart Aviation,,BZ,BDA,BLUE DART,India,f
1371,B&H Airlines,,JA,BON,Air Bosna,Bosnia and Herzegovina,f
1372,Bissau Discovery Flying Club,,  ,BDF,BISSAU DISCOVERY,Guinea-Bissau,f
1373,Belgian Army,,  ,AYB,BELGIAN ARMY,Belgium,f
1374,Badr Airlines,,  ,BDR,BADR AIR,Sudan,f
1375,Best Aviation Ltd,,  ,BEA,BEST AIR,Bangladesh,f
1376,Belgorod Aviation Enterprise,,  ,BED,BELOGORYE,Russia,f
1377,Bar Harbor Airlines,,  ,AJC,BAR HARBOR,United States,f
1378,Balear Express,,  ,BEF,BALEAR EXPRESS,Spain,f
1379,Bel Air Helicopters,,  ,BEH,BLUECOPTER,Denmark,f
1380,Berkut Air,,  ,BEK,BERKUT,Kazakhstan,f
1381,BETA - Brazilian Express Transportes Aereos,,  ,BET,BETA CARGO,Brazil,f
1382,Basler Flight Service,,  ,BFC,BASLER,United States,f
1383,Bear Flight,,  ,BFG,BEARFLIGHT,Sweden,f
1384,Buffalo Airways,,J4,BFL,BUFFALO,Canada,f
1385,Bombardier,,  ,BFO,BOMBARDIER,Canada,f
1386,Burkina Airlines,,  ,BFR,BURKLINES,Burkina Faso,f
1387,Business Flight Sweden,,  ,BFS,BUSINESS FLIGHT,Sweden,f
1388,Bahrain Defence Force,,  ,BFW,SUMMAN,Bahrain,f
1389,BH Air,,  ,BGH,BALKAN HOLIDAYS,Bulgaria,f
1390,British Gulf International,,  ,BGI,BRITISH GULF,S,f
1391,British Gulf International-Fez,,  ,BGK,GULF INTER,Kyrgyzstan,f
1392,Benin Golf Air,,A8,BGL,BENIN GOLF,Benin,f
1393,Bugulma Air Enterprise,,  ,BGM,BUGAVIA,Russia,f
1394,Budget Air Bangladesh,,  ,BGR,BUDGET AIR,Bangladesh,f
1395,Bergen Air Transport,,  ,BGT,BERGEN AIR,Norway,f
1396,Buddha Air,,  ,BHA,BUDDHA AIR,Nepal,f
1397,Balkh Airlines,,  ,BHI,SHARIF,Afghanistan,f
1398,Bristow Helicopters,,  ,BHL,BRISTOW,United Kingdom,f
1399,Bristow Helicopters Nigeria,,  ,BHN,BRISTOW HELICOPTERS,Nigeria,f
1400,Bhoja Airlines,,  ,BHO,BHOJA,Pakistan,f
1402,Bighorn Airways,,  ,BHR,BIGHORN AIR,United States,f
1404,Bright Air,,  ,BHT,BRIGHTAIR,Netherlands,f
1405,Bringer Air Cargo Taxi Aereo,,E6,   ,"",Brazil,f
1407,BA Connect,,TH,   ,"",United Kingdom,f
1408,Bosphorus European Airways,,  ,BHY,BOSPHORUS,Turkey,f
1409,Binair,,  ,BID,BINAIR,Germany,f
1410,Big Island Air,,  ,BIG,BIG ISLE,United States,f
1412,Billund Air Center,,  ,BIL,BILAIR,Denmark,f
1413,Boise Interagency Fire Center,,  ,BIN,BISON-AIR,United States,f
1414,Bird Leasing,,  ,BIR,BIRD AIR,United States,f
1415,Bizjet Ltd,,  ,BIZ,BIZZ,United Kingdom,f
1416,Baja Air,,  ,BJA,BAJA AIR,Mexico,f
1417,Baltic Jet Aircompany,,  ,BJC,BALTIC JET,Latvia,f
1418,Business Jet Solutions,,  ,BJS,SOLUTION,United States,f
1419,Bankair,,B4,BKA,BANKAIR,United States,f
1421,Barken International,,  ,BKJ,BARKEN JET,United States,f
1423,Bukovyna,,  ,BKV,BUKOVYNA,Ukraine,f
1424,Blue Bird Aviation,,  ,BLB,BLUEBIRD SUDAN,Sudan,f
1447,Banco de Mexico,,  ,BMX,BANXICO,Mexico,f
1448,Bond Offshore Helicopters,,  ,BND,BOND,United Kingdom,f
1449,Benina Air,,  ,BNE,BENINA AIR,Libya,f
1450,BN Group Limited,,  ,BNG,VECTIS,United Kingdom,f
1451,Blue Nile Ethiopia Trading,,  ,BNL,NILE TRADING,Ethiopia,f
1452,Bonair Aviation,,  ,BNR,BONAIR,Canada,f
1453,Bancstar - Valley National Corporation,,  ,BNS,BANCSTAR,United States,f
1454,Bentiu Air Transport,,  ,BNT,BENTIU AIR,Sudan,f
1455,Benane Aviation Corporation,,  ,BNV,BENANE,Mauritania,f
1456,British North West Airlines,,  ,BNW,BRITISH NORTH,United Kingdom,f
1457,Boniair,,  ,BOA,KUMANOVO,Macedonia,f
1458,Bond Air Services,,  ,BOD,UGABOND,Uganda,f
1459,Boeing,,  ,BOE,BOEING,United States,f
1460,Bordaire,,  ,BOF,BORDAIR,Canada,f
1461,Bookajet Limited,,  ,BOO,BOOKAJET,United Kingdom,f
1462,Bouraq Indonesia Airlines,,BO,BOU,BOURAQ,Indonesia,f
1464,Berkhut ZK,,  ,BPK,VENERA,Kazakhstan,f
1465,Bundepolizei-Fliegertruppe,,  ,BPO,PIROL,Germany,f
1467,Bonus Aviation,,  ,BPT,BONUS,United Kingdom,f
1468,British Petroleum Exploration,,  ,BPX,"",Colombia,f
1469,BRA-Transportes Aereos,,7R,BRB,BRA-TRANSPAEREOS,Brazil,f
1470,Brock Air Services,,  ,BRD,BROCK AIR,Canada,f
1471,Breeze Ltd,,  ,BRE,AVIABREEZE,Ukraine,f
1473,Briansk State Air Enterprise,,  ,BRK,BRIANSK-AVIA,Russia,f
1474,Branson Airlines,,  ,BRN,BRANSON,United States,f
1475,BASE Regional Airlines,,  ,BRO,COASTRIDER,Netherlands,f
1477,British Regional Airlines,,  ,BRT,BRITISH,United Kingdom,f
1479,Bravo Air Congo,,K6,BRV,BRAVO,Democratic Republic of the Congo,f
1480,Bright Aviation Services,,  ,BRW,BRIGHT SERVICES,Bulgaria,f
1481,Braniff International Airways,,BN,BNF,Braniff,United States,f
1482,Buffalo Express Airlines,,  ,BRX,BUFF EXPRESS,United States,f
1483,Burundayavia,,  ,BRY,BURAIR,Kazakhstan,f
1484,Bistair - Fez,,  ,BSC,BIG SHOT,Kyrgyzstan,f
1485,Blue Star Airlines,,  ,BSD,AIRLINES STAR,Mexico,f
1486,Brasair Transportes Aereos,,  ,BSI,BRASAIR,Brazil,f
1487,Blue Swann Aviation,,  ,BSJ,BLUE SWANN,United Kingdom,f
1488,Blue Sky Aviation,,  ,BSM,"",Lebanon,f
1489,Bissau Aero Transporte,,  ,BSS,BISSAU AIRSYSTEM,Guinea-Bissau,f
1490,Best Air,,  ,BST,TUNCA,Turkey,f
1491,Blue Sky Airways,,  ,BSW,SKY BLUE,Czech Republic,f
1492,Big Sky Airlines,,GQ,BSY,BIG SKY,United States,f
1493,BAL Bashkirian Airlines,,V9,BTC,BASHKIRIAN,Russia,f
1494,Baltijas Helicopters,,  ,BTH,BALTIJAS HELICOPTERS,Latvia,f
1495,Baltyka,,  ,BTK,BALTYKA,Ukraine,f
1496,Baltia Air Lines,,  ,BTL,BALTIA FLIGHT,United States,f
1497,Botir-Avia,,  ,BTR,BOTIR-AVIA,Kyrgyzstan,f
1498,Business Express,,  ,GAA,BIZEX,United States,f
1499,BT-Slavuta,,  ,BTT,BEETEE-SLAVUTA,Ukraine,f
1501,Bulgarian Air Charter,,  ,BUC,BULGARIAN CHARTER,Bulgaria,f
1502,Blue Airlines,,  ,BUL,BLUE AIRLINES,Democratic Republic of the Congo,f
1503,Buryat Airlines Aircompany,,  ,BUN,BURAL,Russia,f
1504,Buzz Stansted,,  ,BUZ,BUZZ,United Kingdom,f
1505,Buffalo Airways,,  ,BVA,BUFFALO AIR,United States,f
1506,Bulgarian Aeronautical Centre,,  ,BVC,BULGARIAN WINGS,Bulgaria,f
1507,Baron Aviation Services,,  ,BVN,SHOW-ME,United States,f
1509,Bellview Airlines,,  ,BVU, Sierra Leone,"",f
1511,Blue Wing Airlines,,  ,BWI,BLUE TAIL,Suriname,f
1512,BWA (2002) Ltd,,  ,BWL,BRITWORLD,United Kingdom,f
1513,Bahrain Executive Air Services,,  ,BXA,BEXAIR,Bahrain,f
1514,Bar XH Air,,  ,BXH,PALLISER,Canada,f
1515,Brussels International Airlines,,  ,BXI,XENIA,Belgium,f
1516,BAX Global,,8W,   ,"","",f
1517,Redding Aero Enterprises,,  ,BXR,BOXER,United States,f
1518,Berry Aviation,,  ,BYA,BERRY,United States,f
1519,Bylina Joint-Stock Company,,  ,BYL,BYLINA,Russia,f
1520,Berytos Airlines,,  ,BYR,"",Lebanon,f
1521,Bayu Indonesia Air,,BM,BYE,BAYU,Indonesia,f
1530,Boston-Maine Airways,,E9,CXS,CLIPPER CONNECTION,United States,f
1532,Baltimore Airways,,  ,EAH,EASTERN,United States,f
1533,Bond Aviation,,  ,EBA,BOND AVIATION,Italy,f
1534,Brazilian Army Aviation,,  ,EXB,BRAZILIAN ARMY,Brazil,f
1535,Business Express Delivery,,  ,EXP,EXPRESS AIR,Canada,f
1536,Bel Limited,,  ,FOS,"",Russia,f
1537,Bangkok Aviation Center,,  ,HAW,THAI HAWK,Thailand,f
1538,Benair,,  ,HAX,SCOOP,Norway,f
1540,Bonyad Airlines,,  ,IRJ,BONYAD AIR,Iran,f
1541,Burundaiavia,,  ,IVR,RERUN,Kazakhstan,f
1544,Belle Air,,  ,LBY,ALBAN-BELLE,Albania,f
1545,Blom Geomatics,,  ,LED,SWEEPER,Norway,f
1546,Benin Littoral Airways,,  ,LTL,LITTORAL,Benin,f
1547,Bombardier Business Jet Solutions,,  ,LXJ,FLEXJET,United States,f
1549,Brazilian Navy Aviation,,  ,MBR,BRAZILIAN NAVY,Brazil,f
1551,Belgian Navy,,  ,NYB,BELGIAN NAVY,Belgium,f
1552,Bakoji Airlines Services,,  ,OGJ,BAKO AIR,Nigeria,f
1553,Benders Air,,  ,PEB,PALEMA,Sweden,f
1554,Balmoral Central Contracts,,  ,PNT,PORTNET,South Africa,f
1555,BGB Air,,  ,POI,BOJBAN,Kazakhstan,f
1556,Butte Aviation,,  ,PPS,PIPESTONE,United States,f
1557,Bond Air Services,,  ,RHD,RED HEAD,United Kingdom,f
1558,Business Airfreight,,  ,RLR,RATTLER,United States,f
1559,BAC Express Airlines,,  ,RPX,RAPEX,United Kingdom,f
1560,Boscombe Down DERA (Formation),,  ,RRS,BLACKBOX,United Kingdom,f
1561,Business Jet Sweden,,  ,SCJ,SCANJET,Sweden,f
1562,British Airways Shuttle,,  ,SHT,SHUTTLE,United Kingdom,f
1563,British Sky Broadcasting,,  ,SKH,SKYNEWS,United Kingdom,f
1564,Bell Helicopter Textron,,  ,TXB,TEXTRON,Canada,f
1565,Buzzaway Limited,,  ,UKA,UKAY,United Kingdom,f
1566,Biz Jet Charter,,  ,VLX,AVOLAR,United States,f
1567,Blue Chip Jet,,  ,VOL,BLUE SPEED,Sweden,f
1568,BAE Systems,,  ,WFD,AVRO,United Kingdom,f
1569,BAE Systems,,  ,WTN,TARNISH,United Kingdom,f
1570,Baseops International,,  ,XBO,"",United States,f
1571,Bureau Veritas,,  ,XDA,"",France,f
1572,British Airways,,  ,XMS,SANTA,United Kingdom,f
1573,Boskovic Air Charters Limited,,  ,ZBA,BOSKY,Kenya,f
1574,C Air Jet Airlines,,  ,SRJ,SYRJET,Syrian Arab Republic,f
1575,C N Air,,  ,ORO,CAPRI,Spain,f
1576,C and M Aviation,,  ,TIP,TRANSPAC,United States,f
1577,C&M Airways,,  ,RWG,RED WING,United States,f
1578,C.S.P.,,  ,RMU, Societe,AIR-MAUR,f
1579,CABI,,  ,CBI,CABI,Ukraine,f
1580,CAI,,  ,CPI,AIRCAI,Italy,f
1582,CAM Air Management,,  ,CMR,CAMEO,United Kingdom,f
1583,CATA L,,  ,CTZ,CATA,Argentina,f
1584,CCF Manager Airline,,  ,CCF,TOMCAT,Germany,f
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),,  ,CED,CEDTA,Ecuador,f
1586,CHC Denmark,,  ,HBI,HELIBIRD,Denmark,f
1587,CHC Helicopters,,  ,HEM,HEMS,Australia,f
1588,CHC Airways,,AW,SCH,"",Netherlands,f
1589,CHC Helikopter Service,,  ,HKS,HELIBUS,Norway,f
1590,CI-Tours,,  ,VCI,CI-TOURS,Ivory Coast,f
1591,CKC Services,,  ,CKC,"",United States,f
1592,CM Stair,,  ,CMZ,CEE-EM STAIRS,Mauritania,f
1593,CNET,,  ,CNT,KNET,France,f
1594,COAPA AIR,,  ,OAP,COAPA,Mexico,f
1595,COMAV,,  ,PDR,SPEEDSTER,Namibia,f
1596,CRI Helicopters Mexico,,  ,CRH,HELI-MEX,Mexico,f
1597,CSA Air,,  ,IRO,IRON AIR,United States,f
1598,CSE Aviation,,  ,CSE,OXFORD,United Kingdom,f
1599,CTK Network Aviation,,  ,CTQ,CITYLINK,Ghana,f
1600,Cabair College of Air Training,,  ,CBR,CABAIR,United Kingdom,f
1601,Cabo Verde Express,,  ,CVE,KABEX,Cape Verde,f
1602,Caernarfon Airworld,,  ,CWD,AMBASSADOR,United Kingdom,f
1603,Cairo Air Transport Company,,  ,CCE,"",Egypt,f
1604,Cal Gulf Aviation,,  ,CGC,CAL-GULF,Sao Tome and Principe,f
1605,Cal-West Aviation,,  ,REZ,CAL AIR,United States,f
1606,California Air Shuttle,,  ,CSL,CALIFORNIA SHUTTLE,United States,f
1608,Calm Air,,MO,CAV,CALM AIR,Canada,f
1609,Camai Air,,R9,CAM,AIR CAMAI,United States,f
1610,Cambodia Airlines,,  ,KHM,CAMBODIA AIRLINES,Cambodia,f
1611,Cameroon Airlines,,UY,UYC,CAM-AIR,Cameroon,f
1612,Campania Helicopteros De Transporte,,  ,HSO,HELIASTURIAS,Spain,f
1613,CanJet,,C6,CJA,CANJET,Canada,f
1614,Canada Jet Charters,,  ,PIL,PINNACLE,Canada,f
1616,Canadian Coast Guard,,  ,CTG,CANADIAN COAST GUARD,Canada,f
1617,Canadian Eagle Aviation,,  ,HIA,HAIDA,Canada,f
1618,Canadian Forces,,  ,CFC,CANFORCE,Canada,f
1619,Canadian Global Air Ambulance,,  ,BZD,BLIZZARD,Canada,f
1620,Canadian Helicopters,,  ,CDN,CANADIAN,Canada,f
1621,Canadian Interagency Forest Fire Centre,,  ,TKR,TANKER,Canada,f
1632,Cape Smythe Air,,  ,CMY,CAPE SMYTHE AIR,United States,f
1633,Capital Air Service,,  ,CPX,CAPAIR,United States,f
1634,Capital Airlines,,  ,CPD,CAPITAL DELTA,Kenya,f
1635,Capital Airlines Limited,,  ,NCP,CAPITAL SHUTTLE,Nigeria,f
1636,Capital Cargo International Airlines,,PT,CCI,CAPPY,United States,f
1637,Capital City Air Carriers,,  ,CCQ,CAP CITY,United States,f
1638,Capital Trading Aviation,,  ,EGL,PRESTIGE,United Kingdom,f
1639,Capitol Air Express,,  ,CEX,CAPITOL EXPRESS,United States,f
1640,Capitol Wings Airline,,  ,CWZ,CAPWINGS,United States,f
1641,Caravan Air,,  ,VAN,CAMEL,Mauritania,f
1642,Cardiff Wales Flying Club,,  ,CWN,CAMBRIAN,United Kingdom,f
1643,Cardinal/Air Virginia,,  ,FVA,AIR VIRGINIA,United States,f
1644,Cardolaar,,  ,GOL,CARGOLAAR,Namibia,f
1645,Cards Air Services,,  ,CDI,CARDS,Philippines,f
1646,Care Flight,,  ,CFH,CARE FLIGHT,Australia,f
1647,Carga Aerea Dominicana,,  ,CDM,CARGA AEREA,Dominican Republic,f
1648,Carga Express Internacional,,  ,EST,CARGAINTER,Mexico,f
1649,Cargo 360,,GG,GGC,LONG-HAUL,United States,f
1650,Cargo Express,,  ,MCX,MAURICARGO,Mauritania,f
1651,Cargo Ivoire,,  ,CRV,CARGOIV,Ivory Coast,f
1652,Cargo Link (Caribbean),,  ,CLM,CARGO LINK,Barbados,f
1653,Cargo Three,,  ,CTW,THIRD CARGO,Panama,f
1654,Cargoitalia,,2G,CRG,WHITE PELICAN,Italy,f
1655,Cargojet Airways,,W8,CJT,CARGOJET,Canada,f
1656,Cargolux,,CV,CLX,CARGOLUX,Luxembourg,f
1657,Cargoman,,  ,CGM,HOTEL CHARLIE,Oman,f
1658,Carib Aviation,,  ,DEL,RED TAIL,Antigua and Barbuda,f
1659,Carib Express,,  ,BCB,WAVEBIRD,Barbados,f
1660,Caribair,,  ,CBC,CARIBAIR,Dominican Republic,f
1661,Caribbean Air Cargo,,  ,DCC,CARICARGO,Barbados,f
1662,Caribbean Air Transport,,  ,CLT,CARIBBEAN,Netherlands,f
1664,Caribbean Airways,,  ,IQQ,CARIBJET,Barbados,f
1665,Caribbean Express,,  ,TLC,CARIB-X,United States,f
1666,Caribbean Star Airlines,,8B,GFI,CARIB STAR,Antigua and Barbuda,f
1667,Caribintair,,  ,CRT,CARIBINTAIR,Haiti,f
1668,Carill Aviation,,  ,CVG,CARILL,United Kingdom,f
1670,Carranza,,  ,CRR,CARRANZA,Chile,f
1671,Carroll Air Service,,  ,ULS,ULSTER,United States,f
1672,Casement Aviation,,  ,CMT,CASEMENT,United States,f
1673,Casino Airline,,  ,CSO,CASAIR,United States,f
1674,Casper Air Service,,  ,CSP,CASPER AIR,United States,f
1676,Castle Aviation,,  ,CSJ,CASTLE,United States,f
1677,Cat Aviation,,  ,CAZ,EUROCAT,Switzerland,f
1678,Catalina Flying Boats,,  ,CBT,CATALINA AIR,United States,f
1679,Catex,,  ,TEX,CATEX,France,f
1681,Caverton Helicopters,,  ,CJR,CAVERTON AIR,Nigeria,f
1684,Cecil Aviation,,  ,CIL,CECIL,United Kingdom,f
1685,Cega Aviation,,  ,CEG,CEGA,United Kingdom,f
1686,Celtic Airways,,  ,CEC,CELTAIR,United Kingdom,f
1687,Celtic West,,  ,CWE,CELTIC,United Kingdom,f
1688,Centavia,,7N,CNA,"",Serbia,f
1689,Cente D'Essais En Vol,,  ,CEV,CENTEV,France,f
1690,Centennial Airlines,,  ,CNL,WYO-AIR,United States,f
1691,Centennial Flight Centre,,  ,CNS,CENTENNIAL,Canada,f
1692,Center Vol,,  ,CVO,CENTERVOL,Spain,f
1693,Center-South,,  ,CTS,CENTER-SOUTH,Russia,f
1694,Centrafrican Airlines,,  ,CET,CENTRAFRICAIN,Central African Republic,f
1695,Central Air Express,,  ,CAX,CENTRAL EXPRESS,Democratic Republic of Congo,f
1696,Central Airlines,,  ,CTL,CENTRAL COMMUTER,United States,f
1697,Central Airways,,  ,CNY,CENTRAL LEONE,Sierra Leone,f
1698,Central American Airlines,,  ,ACN,AEROCENTRO,Nicaragua,f
1699,Central Aviation,,  ,YOG,YOGAN AIR,United States,f
1701,Central De Discos De Reynosa,,  ,DRN,DISCOS REYNOSA,Mexico,f
1702,Central European Airlines,,  ,CMA,EUROCENTRAL,Czech Republic,f
1703,Central Flying Service,,  ,CHA,CHARTER CENTRAL,United States,f
1704,Central Mongolia Airways,,  ,CEM,CENTRAL MONGOLIA,Mongolia,f
1705,Central Mountain Air,,  ,GLR,GLACIER,Canada,f
1706,Central Queensland Aviation College,,  ,CQC,"",Australia,f
1707,Central Skyport,,  ,CSI,SKYPORT,United States,f
1709,Centre Airlines,,  ,DTV,DUTCH VALLEY,United States,f
1710,Centre of Applied Geodynamica,,  ,CGS,GEO CENTRE,Russia,f
1711,Centre-Avia,,J7,CVC,AVIACENTRE,Russia,f
1712,Centro De Helicopteros Corporativos,,  ,CCV,HELICORPORATIVO,Mexico,f
1713,Centro de Formacion Aeronautica de Canarias,,  ,ACF,FORCAN,Spain,f
1714,Centurion Air Cargo,,WE,CWC,CHALLENGE CARGO,United States,f
1715,Century Aviation,,  ,URY,CENTURY AVIA,Mexico,f
1716,Century Aviation International,,  ,HAI,"",Canada,f
1717,Certified Air Dispatch,,  ,XAD,"",United States,f
1729,Changan Airlines,,2Z,CGN,CHANGAN,China,f
1730,Channel Island Aviation,,  ,CHN,CHANNEL,United States,f
1731,Chantilly Air,,  ,WML,MARLIN,United States,f
1732,Chaparral Airlines,,  ,CPL,CHAPARRAL,United States,f
1733,Chari Aviation Services,,S8,CSU,CHARI SERVICE,Chad,f
1734,Charlan Air Charter,,  ,CAH,CHARLAN,South Africa,f
1735,Charlie Hammonds Flying Service,,  ,HMD,HAMMOND,United States,f
1736,Charlotte Air National Guard,,  ,CGD,"",United States,f
1738,Chartright Air,,  ,HRT,CHARTRIGHT,Canada,f
1740,Cheboksary Airenterprise JSC,,  ,CBB,CHEBAIR,Russia,f
1741,Chemech Aviation,,  ,CHM,"",Pakistan,f
1742,Cherline,,  ,CHZ,CHERL,Russia,f
1743,Chernomor-Avia,,  ,CMK,CHERAVIA,Russia,f
1744,Cherokee Express,,  ,CBM,BLUE MAX,United States,f
1745,Cherry Air,,  ,CCY,CHERRY,United States,f
1746,Chesapeake Air Service,,  ,CAB,CHESAPEAKE AIR,United States,f
1747,Chevron U.S.A,,  ,CVR,CHEVRON,United States,f
1748,Cheyenne Airways,,  ,CYA,CHEYENNE AIR,United States,f
1749,Chicago Air,,  ,CGO,WILD ONION,United States,f
1750,Chicago Express,,C8,WDY,WINDY CITY,United States,f
1751,Chief Rat Flight Services,,  ,RAT,RIVERRAT,South Africa,f
1752,Chilchota Taxi Aereo,,  ,CCH,CHILCHOTA,Mexico,f
1753,Chilcotin Caribou Aviation,,  ,DES,CHILCOTIN,Canada,f
1754,Chilliwack Aviation,,  ,CAD,CHILLIWACKAIR,Canada,f
1755,Chim-Nir Aviation,,  ,ETN,CHMINIR,Israel,f
1757,China Cargo Airlines,,CK,CKK,CARGO KING,China,f
